Hatchback,SUV,Sedan,Petrol,Diesel,Electric,Red,Blue,White,Black,Manual,Automatic
0.0843707025051117,0.11084657907485962,0.11566844582557678,0.09533067047595978,0.0891633853316307,0.04794558882713318,0.0570199191570282,0.06297213584184647,0.09773559123277664,0.10330545902252197,0.0705794021487236,0.06506207585334778
