Hatchback,SUV,Sedan,Petrol,Diesel,Electric,Red,Blue,White,Black,Manual,Automatic
0.07146091759204865,0.018451320007443428,0.4550323784351349,0.06382066756486893,0.033651337027549744,0.04745253175497055,0.027065329253673553,0.022930273786187172,0.03218807652592659,0.037963174283504486,0.10974924266338348,0.08023479580879211
